State,Year,Crime Count_aggravated_assault,Crime Count_burglary,Crime Count_homicide,Crime Count_larceny,Crime Count_motor_vehicle_theft,Crime Count_robbery,Crime Rate_aggravated_assault,Crime Rate_burglary,Crime Rate_homicide,Crime Rate_larceny,Crime Rate_motor_vehicle_theft,Crime Rate_robbery,State Abbr,Population,Violent Crime,Property Crime,Rape Legacy,Rape Revised,Location,Age,Average household size,Black/white,GDP per capita,Gini coefficient,Hispanic/white,Labor force participation,Log of GDP per capita,"Number of corruption convictions per 1,000,000 people",People with less than 9 years of education/people with college degree or above,Poverty rate,Unemployment rate
South Carolina,2007,26139,45398,364,126802,17104,6354,593.02916776,1029.968176211,8.258258429,2876.823311158,388.047396051,144.15652213,SC,4407709,34630,189304,1773,,south,37.4,2.5,0.434423,39723.57027,0.45899999,0.0577687,63.0,10.5897,0.900068,0.2541353,11.2,5.7
South Carolina,2008,24158,45964,307,126316,17670,6595,539.265145765,1026.027947676,6.852984508,2819.679449975,394.437251663,147.216393589,SC,4479800,32746,189950,1686,,south,37.6,2.55,0.4315282,38971.27051,0.46399999,0.0625076,62.3,10.57058,1.78579,0.2543898,11.6,6.8
South Carolina,2009,23078,45443,305,119250,13617,5753,505.95868406,996.285660792,6.686775225,2614.419493638,298.537108972,126.127927437,SC,4561242,30799,178310,1663,,south,37.5,2.55,0.4311301,36579.7468,0.46200001,0.0689858,61.7,10.50725,1.53467,0.2427293,12.9,11.2
South Carolina,2010,21090,46261,265,121544,13293,5017,454.809529909,997.626536896,5.714771239,2621.117567724,286.665864442,108.192480396,SC,4637106,27923,181098,1551,,south,37.8,2.55,0.4385258,36702.86146,0.461,0.077804,60.5,10.51061,0.431377,0.2227528,13.8,11.2
South Carolina,2011,21265,47351,320,122255,13637,4631,455.027102625,1013.213653252,6.847339423,2616.004628801,291.803649118,99.093840219,SC,4673348,27894,183243,1678,,south,38.0,2.57,0.4364333,37212.87193,0.4648,0.0805949,60.2,10.52441,2.35081,0.2314516,14.3,10.6
South Carolina,2012,19919,45222,332,122340,13487,4511,421.707420708,957.400119447,7.028809864,2590.074092548,285.534815156,95.502895467,SC,4723417,26474,181049,1712,,south,38.3,2.57,0.4332632,37126.26687,0.4684,0.0827892,59.8,10.52208,0.423395,0.2068817,14.1,9.2
South Carolina,2013,17760,40930,305,119730,12601,3965,372.176534898,857.724412916,6.391545222,2509.048227666,264.065119158,83.090087887,SC,4771929,24263,173261,1739,2233.0,south,38.6,2.58,0.4332207,37475.77488,0.46650001,0.0831439,59.2,10.53145,1.04716,0.1933264,14.1,7.6
South Carolina,2014,17513,37163,322,118173,12945,4018,362.651061468,769.554125355,6.667826289,2447.071540392,268.059041324,83.202875862,SC,4829160,24038,168281,1522,2185.0,south,38.8,2.57,0.4283884,37927.05543,0.46869999,0.0835134,59.2,10.54342,1.44853,0.1730323,13.2,6.5
South Carolina,2015,17652,34942,407,114778,13110,3950,360.62509985,713.854647573,8.314888717,2344.880337106,267.833393329,80.697322933,SC,4894834,24448,162830,1717,2439.0,south,39.0,2.56,0.4308324,38636.00915,0.4698,0.0841575,59.4,10.56194,0.612727,0.1651373,12.1,6.0
South Dakota,2005,847,2505,18,10350,839,145,109.306824385,323.27461049,2.322931333,1335.685516394,108.274410459,18.712502404,SD,774883,1387,13694,377,,midwest,37.0,2.4,0.0090574,48130.91629,0.45500001,0.0217772,73.0,10.78168,3.86851,0.2087625,9.7,3.8
South Dakota,2006,1418,3024,30,9954,834,158,181.348707475,386.740826096,3.836714545,1273.021885899,106.66066434,20.206696602,SD,781919,2071,13812,465,,midwest,37.3,2.41,0.0076211,46627.69701,0.43900001,0.0229713,72.8,10.74995,16.6021,0.2223807,8.4,3.1
South Dakota,2007,1344,2647,31,10398,784,118,168.798840513,332.448311635,3.893425637,1305.930315217,98.465990299,14.820136295,SD,796214,1926,13829,433,,midwest,37.1,2.45,0.0121359,47798.04414,0.42300001,0.0240018,73.2,10.77474,5.05291,0.2162489,8.9,2.8
South Dakota,2008,1494,2683,37,10266,918,134,185.776068958,333.625965874,4.600879887,1276.557646538,114.151560444,16.662646078,SD,804194,2227,13867,562,,midwest,37.6,2.42,0.0109771,49295.59475,0.44600001,0.0273814,73.0,10.80559,13.6783,0.1708432,8.2,3.1
South Dakota,2009,1129,2621,30,10891,866,117,138.973858389,322.631074259,3.692839461,1340.623819061,106.59996578,14.402073899,SD,812383,1777,14378,501,,midwest,36.8,2.47,0.0123403,48907.69378,0.45199999,0.0290886,72.2,10.79769,9.84757,0.179432,9.0,4.9
South Dakota,2010,1634,3192,23,11196,800,154,200.098457258,390.890009527,2.816563352,1371.054055974,97.967420934,18.85872853,SD,816598,2196,15188,385,,midwest,37.3,2.45,0.0155508,49150.87854,0.442,0.0296265,71.3,10.80265,11.0232,0.1771136,9.2,5.0
South Dakota,2011,1415,2927,20,11423,949,167,171.808162527,355.393987079,2.428383923,1386.971477417,115.226817129,20.277005754,SD,823593,2105,15299,503,,midwest,37.1,2.44,0.0136583,51928.86083,0.43239999,0.0328635,70.7,10.85763,9.70777,0.1568762,9.6,4.7
South Dakota,2012,1921,3280,23,12973,1073,157,230.322751596,393.263209387,2.757638359,1555.427931519,128.64982429,18.82387923,SD,834047,2701,17326,600,,midwest,36.7,2.47,0.0186899,52132.30014,0.43349999,0.0354601,70.1,10.86154,10.7997,0.1618946,8.6,4.3
South Dakota,2013,2052,3383,18,11955,936,156,242.693758796,400.11354094,2.128892621,1413.939515795,110.702416293,18.450402716,SD,845510,2733,16274,454,507.0,midwest,36.6,2.45,0.0184406,51607.89791,0.4427,0.0385606,69.4,10.85143,3.55081,0.131929,9.2,3.8
South Dakota,2014,2101,2817,23,12209,1010,199,246.219401292,330.128535668,2.695405155,1430.791370953,118.363443743,23.321114163,SD,853304,2801,16036,336,478.0,midwest,36.6,2.45,0.0208995,51688.98595,0.44679999,0.040473,69.4,10.853,1.17209,0.1226916,9.4,3.4
South Dakota,2015,2554,2969,33,12576,1194,215,297.697101941,346.069966978,3.846516979,1465.872652313,139.173977963,25.060640923,SD,857919,3302,16739,367,500.0,midwest,36.9,2.43,0.0185343,52728.42695,0.4436,0.0423242,69.4,10.87291,6.98919,0.1253963,8.3,3.1
Tennessee,2005,32470,61508,431,169357,25228,10009,545.187881617,1032.750730597,7.236710101,2843.590516384,423.591003309,168.056221346,TN,5955745,45104,256093,2194,,south,37.3,2.46,0.2094394,45546.54276,0.465,0.0380833,63.0,10.72649,6.00895,0.3249148,12.5,5.6
Tennessee,2006,32287,63024,419,164183,22653,11143,534.658938203,1043.650538029,6.938461149,2718.800398026,375.124010503,184.523323579,TN,6038803,46043,249860,2194,,south,37.2,2.48,0.2154695,44953.32463,0.46799999,0.0401361,64.7,10.71338,5.74829,0.3504246,12.4,5.2
Tennessee,2007,32843,61817,405,168807,21718,11033,533.449715668,1004.057518298,6.578179059,2741.833759182,352.752821755,179.20259151,TN,6156719,46482,252342,2201,,south,37.5,2.49,0.2156172,43652.24536,0.47099999,0.0445437,64.4,10.68401,6.80082,0.3263775,12.0,4.7
Tennessee,2008,31619,65093,412,166793,19203,10804,508.762185256,1047.372052401,6.629242554,2683.765178069,308.983846531,173.840622711,TN,6214888,44913,251089,2078,,south,37.7,2.49,0.2122003,43767.63954,0.47099999,0.0476204,63.4,10.68665,3.53989,0.2880301,11.6,6.6
Tennessee,2009,29793,63832,468,158309,15016,9653,473.186119874,1013.809163353,7.432991109,2514.336302189,238.491013863,153.313382846,TN,6296254,41933,237157,2019,,south,37.7,2.51,0.2158669,41773.18895,0.46700001,0.0535437,62.7,10.64001,3.33532,0.2804648,13.1,10.5
Tennessee,2010,28016,64293,359,153729,14833,8361,440.680802764,1011.303928187,5.646930618,2418.097484583,233.317331075,131.515283835,TN,6357436,38909,232855,2173,,south,38.0,2.54,0.2218666,41958.65468,0.46799999,0.0598242,62.8,10.64444,3.3035,0.2701048,13.4,9.7
Tennessee,2011,28338,62830,380,153928,14142,8082,442.795986804,981.751423915,5.937697614,2405.205048231,220.976104361,126.285452938,TN,6399787,38895,230900,2095,,south,38.3,2.53,0.2221131,42915.57102,0.4756,0.0614241,62.9,10.66699,2.65486,0.2585181,13.7,9.0
Tennessee,2012,30615,56231,400,148731,12963,8151,474.289820128,871.134766474,6.196829268,2304.151534784,200.823744515,126.275888416,TN,6454914,41213,217925,2047,,south,38.2,2.54,0.2255287,43945.25791,0.47319999,0.0635747,61.8,10.6907,4.80155,0.2366908,13.7,7.8
Tennessee,2013,27895,51334,335,144443,11906,7333,429.334232583,790.085803743,5.156012472,2223.134058325,183.246222374,112.862804357,TN,6497269,38063,207683,1904,2500.0,south,38.5,2.55,0.2267449,44150.52071,0.47830001,0.0635989,60.6,10.69536,4.61824,0.2269236,13.3,7.8
Tennessee,2014,29757,46798,369,141464,12649,7268,454.459443423,714.715631056,5.635498694,2160.488312144,193.180008061,110.999470202,TN,6547779,39989,200911,1870,2595.0,south,38.6,2.55,0.2264101,44512.26286,0.48109999,0.066027,59.2,10.70352,2.90105,0.214332,13.7,6.6
Tennessee,2015,30098,43753,418,139259,13035,7499,456.372167272,663.421205218,6.338081132,2111.566603832,197.648056362,113.706388543,TN,6595056,40816,196047,2032,2801.0,south,38.7,2.55,0.2266236,45540.6221,0.47889999,0.0680557,59.4,10.72636,5.15128,0.2061412,12.3,5.6
Texas,2005,75383,219828,1407,677042,93423,35790,328.774118229,958.754054123,6.136465574,2952.83932125,407.45346361,156.093889755,TX,22928508,121091,990293,8511,,south,33.2,2.79,0.2210092,50865.99985,0.47500002,0.7251454,66.9,10.83695,3.02923,0.4127312,14.2,5.4
Texas,2006,74531,215710,1386,648711,95425,37256,317.048187828,917.610988667,5.895919662,2759.55839817,405.929389428,158.483681766,TX,23507783,121602,959846,8429,,south,33.1,2.83,0.2366808,51484.70231,0.47400001,0.7414545,66.6,10.84904,2.09764,0.4242434,13.3,4.9
Texas,2007,73357,228320,1419,663101,94000,38778,306.876815044,955.138765364,5.936150613,2773.972803311,393.233373967,162.221316763,TX,23904380,122014,985421,8460,,south,33.2,2.83,0.2383336,53308.44285,0.47299999,0.7540615,65.7,10.88385,2.30782,0.4138149,12.8,4.3
Texas,2008,76421,230046,1370,654435,85384,37739,314.141002494,945.64165687,5.631608765,2690.161957669,350.984877938,155.132323486,TX,24326974,123585,969865,8055,,south,33.2,2.82,0.2420125,52442.88754,0.47400001,0.7721478,65.8,10.86748,4.60394,0.4100932,12.4,4.8
Texas,2009,74021,240058,1330,678455,76569,38022,298.684924427,968.667075399,5.366733082,2737.659318331,308.966455174,153.424003952,TX,24782302,121684,995082,8311,,south,33.1,2.84,0.2474211,51304.30778,0.47400001,0.7924486,65.8,10.84553,3.99479,0.3985483,13.4,7.6
Texas,2010,71517,228597,1249,654626,68023,32843,283.196769901,905.210397654,4.945855749,2592.222390384,269.361045331,130.053435041,TX,25253466,113231,951246,7622,,south,33.6,2.82,0.2602182,51538.78964,0.46900001,0.8352478,65.9,10.85009,2.81109,0.3748796,13.8,8.1
Texas,2011,67498,215755,1130,613131,63924,28620,263.337174659,841.74808318,4.408589993,2392.073620488,249.393545777,111.658270449,TX,25631778,104734,892810,7486,,south,33.7,2.84,0.2622548,52339.15335,0.47710001,0.8526151,65.9,10.8655,3.4275,0.3600121,14.4,7.8
Texas,2012,67227,205002,1148,606425,65032,30385,257.962189643,786.629848144,4.405084173,2326.962691393,249.539576612,116.59275488,TX,26060796,106475,876459,7715,,south,33.9,2.84,0.2682433,54160.65493,0.47670001,0.8620785,65.5,10.89971,3.87579,0.3443771,14.0,6.7
Texas,2013,65351,191062,1140,605440,65787,31810,246.555100713,720.835345327,4.300971903,2284.193358567,248.200033827,120.012207215,TX,26505637,108757,862289,7610,10456.0,south,34.0,2.84,0.270391,55660.16503,0.48069999,0.8736164,65.3,10.92702,6.27642,0.3309998,13.6,6.3
Texas,2014,65862,168085,1192,577018,68412,31021,244.122501147,623.019808164,4.418238459,2138.761005843,253.574269662,114.981690627,TX,26979078,109711,813515,8400,11636.0,south,34.3,2.84,0.2762939,56102.18281,0.48269999,0.8889716,64.9,10.93493,3.78381,0.3247893,13.4,5.1
Texas,2015,67629,153067,1317,558653,67514,31924,246.554466138,558.035051063,4.801375621,2036.6764579,246.135211623,116.385053409,TX,27429639,113193,779234,8941,12323.0,south,34.4,2.85,0.2796232,57881.89961,0.48230001,0.9048037,63.8,10.96616,3.31281,0.3147226,12.2,4.4
Utah,2005,3541,14971,56,72082,8493,1095,142.189762498,601.164341811,2.248694352,2894.471183383,341.038591611,43.97000563,UT,2490334,5612,95546,920,,west,28.5,3.07,0.008613,44965.01401,0.41099998,0.1301977,71.6,10.71364,2.44129,0.1005815,8.0,4.1
Utah,2006,3587,14721,51,66480,8371,1242,140.663191458,577.279855439,1.999950589,2606.994415432,328.266399693,48.704679061,UT,2550063,5771,89572,891,,west,28.4,3.08,0.0100845,46555.94562,0.41,0.135442,71.8,10.74841,0.39596,0.1186887,7.8,3.0
Utah,2007,3928,15594,59,68573,8915,1425,148.488090333,589.491670226,2.230345552,2592.228568836,337.008993207,53.868515459,UT,2645330,6347,93082,935,,west,28.4,3.11,0.0108108,47063.35727,0.40900001,0.1409645,71.9,10.75925,2.69464,0.110014,6.9,2.6
Utah,2008,3788,14766,41,70299,7308,1421,138.428839975,539.609358784,1.498305818,2569.009773339,267.063876066,51.929087013,UT,2736424,6165,92373,915,,west,28.7,3.15,0.0134264,45125.82599,0.41100001,0.1472683,70.9,10.71721,1.8272,0.1121488,6.6,3.6
Utah,2009,3714,15258,39,69556,6937,1304,133.377768648,547.947763606,1.400574307,2497.906320971,249.122665889,46.82945889,UT,2784572,5998,91751,941,,west,28.9,3.17,0.0143494,43378.96825,0.414,0.1520386,69.2,10.67773,1.07737,0.1185684,7.8,7.3
Utah,2010,3620,15095,53,67242,5979,1269,130.427936943,543.870085128,1.909580292,2422.716943634,215.422274858,45.721837564,UT,2775479,5925,88316,983,,west,29.2,3.1,0.012868,44419.77357,0.419,0.1622812,68.8,10.70144,0.36017,0.1052219,9.7,7.8
Utah,2011,3517,13170,50,64727,6187,1079,124.966821789,467.95935256,1.776611058,2299.894078449,219.837852262,38.339266622,UT,2814347,5547,84084,901,,west,29.6,3.13,0.0144537,45101.01361,0.4249,0.1657224,67.8,10.71666,0.709919,0.1061087,10.4,6.7
Utah,2012,3807,13095,52,67157,6032,1105,133.351034075,458.689727137,1.821448325,2352.365483414,211.288005658,38.705776899,UT,2854871,5939,86284,975,,west,29.9,3.14,0.0139528,45081.62434,0.4244,0.166498,67.8,10.71623,0.350228,0.0984359,9.6,5.4
Utah,2013,3824,13727,51,67115,7492,1247,131.735466639,472.89036364,1.756932217,2312.088348198,258.096787673,42.958715193,UT,2902787,6644,88334,926,1522.0,west,30.2,3.17,0.014198,45469.63411,0.42590001,0.1680014,68.2,10.7248,1.03417,0.0934431,9.3,4.6
Utah,2014,3538,11656,66,66487,7330,1313,120.156305082,395.856950828,2.241468665,2258.007986421,248.938868357,44.591641767,UT,2944498,6464,85473,1114,1547.0,west,30.5,3.16,0.0143841,46175.28605,0.42829999,0.1704032,68.0,10.7402,0.679601,0.0956294,8.5,3.8
Utah,2015,4048,12606,57,68464,8727,1329,135.356005018,421.516254758,1.905951652,2289.281997919,291.811229198,44.438767458,UT,2990632,7138,89797,1247,1704.0,west,30.6,3.17,0.0146031,47180.21925,0.42519999,0.1731313,68.2,10.76173,0.0,0.0900449,8.3,3.6
Vermont,2005,545,3185,8,10894,670,76,87.566096336,511.73948042,1.285373891,1750.357896293,107.650063385,12.211051966,VT,622387,782,14749,153,,northeast,40.7,2.42,0.0048858,44678.60363,0.41199997,0.0090175,70.8,10.70725,3.2195,0.1183772,7.7,3.5
Vermont,2006,604,3443,14,10857,620,114,96.809144938,551.844182155,2.243920578,1740.160408265,99.373625599,18.271924707,VT,623908,905,14920,173,,northeast,40.6,2.38,0.0079143,43487.98622,0.41999999,0.0111357,71.5,10.68024,0.0,0.1093134,6.7,3.7
Vermont,2007,582,3200,13,10853,649,79,93.681489375,515.087226803,2.092541859,1746.950522653,104.466128186,12.716215912,VT,621254,802,14702,128,,northeast,40.6,2.38,0.006274,43141.03883,0.428,0.0136283,70.4,10.67223,1.6039,0.1008689,6.4,4.0
Vermont,2008,611,3515,17,11802,586,93,98.346934505,565.776554477,2.73633042,1899.657153894,94.322919182,14.969337003,VT,621270,854,15903,133,,northeast,41.5,2.4,0.0078806,44162.88458,0.43399999,0.0128767,70.3,10.69564,8.04803,0.1069535,6.5,4.7
Vermont,2009,586,3471,8,11090,449,111,94.248584663,558.253988677,1.286670098,1783.646423057,72.214359238,17.852547607,VT,621760,837,15010,132,,northeast,41.5,2.38,0.0087325,43419.76365,0.428,0.0153043,71.0,10.67867,0.0,0.091955,7.3,6.6
Vermont,2010,596,3348,7,10373,439,76,95.221509836,534.902038475,1.118373438,1657.269666996,70.137991305,12.14234018,VT,625909,820,14160,141,,northeast,41.5,2.34,0.0111241,44908.84286,0.44400001,0.0164252,70.8,10.71239,3.19509,0.0906505,8.4,6.1
Vermont,2011,669,3838,11,10720,528,99,106.768040447,612.519789592,1.755528318,1710.842142894,84.265359277,15.799754864,VT,626592,925,15086,146,,northeast,42.0,2.34,0.0088165,45868.32176,0.43079999,0.0155044,70.2,10.73353,7.98173,0.0778543,6.9,5.5
Vermont,2012,638,4179,8,11014,460,114,101.924585392,667.622009959,1.278051227,1759.557027445,73.487945581,18.212229992,VT,625953,891,15653,131,,northeast,42.4,2.32,0.0109005,46145.28187,0.43920001,0.0167087,69.4,10.73955,4.79225,0.0811485,7.4,5.0
Vermont,2013,554,3352,10,10193,337,75,88.377695001,534.732912715,1.595265253,1626.053872108,53.760439017,11.964489395,VT,626855,775,13882,113,136.0,northeast,42.5,2.37,0.0122004,45479.18374,0.45370001,0.0162118,68.4,10.72501,1.59584,0.0901442,7.8,4.4
Vermont,2014,444,2092,10,7375,254,72,70.839721938,333.77634751,1.595489233,1176.67330922,40.525426514,11.487522476,VT,626767,643,9721,85,117.0,northeast,42.8,2.34,0.010553,45471.45293,0.44060001,0.0184472,67.6,10.72484,1.59601,0.0795024,8.7,3.9
Vermont,2015,482,2034,10,6834,196,105,76.985982801,324.874458543,1.59721956,1091.539847434,31.30550338,16.770805382,VT,626088,747,9064,104,150.0,northeast,43.1,2.36,0.0136719,46011.19429,0.4452,0.0178199,67.0,10.73664,1.59734,0.0759107,5.8,3.6
Virginia,2005,11718,29829,458,154584,15991,7495,154.9113358,394.337791055,6.054735603,2043.592245549,211.400168184,99.083500753,VA,7564327,21434,200404,1763,,south,37.2,2.54,0.2766396,56608.24925,0.456,0.0875647,68.3,10.94391,3.29942,0.1659791,7.4,3.6
Virginia,2006,11672,32166,403,143292,14799,7779,152.717220358,420.862072485,5.272878667,1874.842009901,193.631095278,101.780950751,VA,7642884,21683,190257,1829,,south,36.9,2.55,0.2870325,55441.84985,0.456,0.09113,68.7,10.92309,6.64605,0.1709599,6.8,3.1
Virginia,2007,11131,32028,415,145634,14101,7696,144.331803139,415.29592947,5.38116057,1888.385393793,182.842759506,99.791353603,VA,7712091,21035,191763,1793,,south,37.0,2.55,0.2882,55367.60752,0.456,0.0967577,68.9,10.92175,4.64456,0.1612476,7.1,3.0
Virginia,2008,10397,32188,370,151191,13347,7470,133.825214256,414.308550205,4.762463141,1946.058283024,171.796204162,96.150269356,VA,7769089,20031,196726,1794,,south,37.5,2.54,0.292983,54807.37258,0.46000001,0.1020979,69.7,10.91158,9.52493,0.1678901,7.3,3.9
Virginia,2009,9911,31956,370,150374,11690,6342,125.732785798,405.399748052,4.693888684,1907.672478208,148.301510037,80.455789277,VA,7882590,18195,194020,1572,,south,37.0,2.57,0.2959802,53990.31729,0.456,0.1082515,68.6,10.89656,7.86544,0.1548335,7.5,6.7
Virginia,2010,9550,30804,376,145990,10609,5678,119.018643305,383.900553754,4.685969621,1819.427406915,132.216626892,70.763126354,VA,8023953,17184,187403,1580,,south,37.5,2.6,0.3020923,54490.95481,0.45899999,0.1212821,67.7,10.90579,7.72622,0.1599853,7.7,7.1
Virginia,2011,8694,30656,304,142476,9770,5425,107.275272248,378.26440603,3.751056218,1758.011466387,120.552037021,66.939078899,VA,8104384,16014,182902,1591,,south,37.6,2.63,0.3035516,54542.74581,0.4632,0.1245325,67.5,10.90674,7.03999,0.1372476,8.2,6.6
Virginia,2012,9131,29651,322,139654,9129,4718,111.535543083,362.188192746,3.933243333,1705.87939259,111.511113,57.630565356,VA,8186628,15676,178434,1505,,south,37.5,2.61,0.3011285,54355.98467,0.46610001,0.1314303,66.9,10.90331,5.00863,0.1397942,8.6,6.1
Virginia,2013,9111,26717,320,136215,8626,4574,110.164690832,323.045773786,3.869246083,1647.029235177,104.300364737,55.306036205,VA,8270345,16355,171558,1476,2350.0,south,37.6,2.62,0.3035353,54060.00974,0.46720001,0.134946,66.4,10.89785,6.77933,0.1298495,8.4,5.7
Virginia,2014,9462,23210,350,131001,7723,4294,113.615377725,278.695087402,4.202640267,1573.000221659,92.734259371,51.560392301,VA,8328098,16522,161934,1687,2416.0,south,37.7,2.62,0.3054698,53508.7248,0.46579999,0.1396204,65.9,10.8876,4.68396,0.1299845,8.3,5.2
Virginia,2015,9357,21542,390,128064,8197,4459,111.824352708,257.445784549,4.660841889,1530.477065849,97.961335807,53.288958932,VA,8367587,16705,157803,1767,2499.0,south,37.8,2.62,0.3078228,54168.77964,0.46810001,0.143784,64.9,10.89986,5.72588,0.1219979,7.8,4.5
Washington,2005,12941,60343,205,198031,49287,5788,205.67717314,959.058624431,3.258157831,3147.396358397,783.340609886,91.99130501,WA,6291899,21745,307661,2811,,west,36.7,2.51,0.0417025,55864.25449,0.44199997,0.1146761,67.7,10.93068,2.07757,0.1297528,8.4,5.6
Washington,2006,12934,58843,197,183179,46434,6424,202.226524352,920.025929524,3.080147309,2864.052304341,726.007919575,100.440945758,WA,6395798,22303,288456,2748,,west,36.7,2.53,0.043251,55769.36593,0.44299999,0.1187071,67.6,10.92898,0.313935,0.1346955,8.0,5.0
Washington,2007,12862,52874,174,170782,38120,6079,198.842871154,817.41704007,2.689990638,2640.241270517,589.324385662,93.979615436,WA,6468424,21768,261776,2653,,west,37.1,2.53,0.0428339,58469.46903,0.44400001,0.1242685,68.0,10.97626,1.39285,0.1306545,7.8,4.7
Washington,2008,12623,53136,193,167013,29134,6419,192.740391839,811.332762477,2.946914016,2550.118914852,444.846595566,98.011611757,WA,6549224,21888,249283,2653,,west,37.3,2.51,0.0445367,58385.33358,0.442,0.1305927,68.4,10.97482,1.83228,0.1335284,7.7,5.4
Washington,2009,12928,53047,190,168421,23747,6711,193.991922505,796.000117043,2.851057029,2527.251978671,356.337111984,100.702335391,WA,6664195,22412,245215,2583,,west,36.9,2.55,0.0462903,55930.21322,0.43900001,0.1386212,68.3,10.93186,0.450167,0.1267714,8.1,9.2
Washington,2010,12476,55192,154,168490,25744,5929,185.022875744,818.514151818,2.283866854,2498.75796202,381.79135245,87.928873861,WA,6742950,21138,249426,2579,,west,37.2,2.53,0.048915,56527.92258,0.44100001,0.1555615,66.9,10.94249,1.18615,0.1328773,9.2,10.0
Washington,2011,12042,56561,163,162828,24820,5627,176.484373248,828.943085475,2.388884973,2386.364185954,363.755368213,82.467826629,WA,6823267,20152,244209,2320,,west,37.3,2.54,0.0487754,56783.43927,0.44490001,0.1605853,65.2,10.947,1.02488,0.1320489,9.4,9.3
Washington,2012,12285,61376,217,166338,26663,5801,178.164371824,890.111231998,3.147062978,2412.332542168,386.682673663,84.129549935,WA,6895318,20553,254377,2250,,west,37.5,2.56,0.0504625,58121.44618,0.44980001,0.1639109,64.6,10.97029,1.01493,0.1262094,9.3,8.1
Washington,2013,11623,58487,167,172227,28425,5829,166.668052819,838.674559512,2.394697137,2469.649723205,407.600395885,83.584967726,WA,6973742,20223,259139,2072,2604.0,west,37.4,2.58,0.0524797,58975.06462,0.45719999,0.1683594,63.7,10.98487,0.717215,0.1218487,9.5,7.0
Washington,2014,11586,55381,178,175317,30559,5641,164.034088962,784.081812604,2.520116333,2482.130534664,432.653005748,79.865035028,WA,7063166,20185,261257,1999,2780.0,west,37.5,2.58,0.0506642,60232.65945,0.4542,0.173112,63.3,11.00597,0.991287,0.1221409,8.8,6.1
Washington,2015,12059,51114,218,171393,26967,5450,168.414966433,713.853768493,3.044569424,2393.660033323,376.618824098,76.114235597,WA,7160290,20505,249474,2006,2778.0,west,37.5,2.58,0.0525433,61832.22824,0.45609999,0.1773947,63.2,11.03218,0.697316,0.1148206,7.9,5.6
West Virginia,2005,3735,11334,82,32603,3820,816,205.889146197,624.778469342,4.520190091,1797.216555141,210.574709095,44.981403828,WV,1814083,4968,47757,335,,south,40.7,2.39,0.0321549,36996.55207,0.44,0.0060474,55.1,10.51858,9.33815,0.4135658,14.0,5.1
West Virginia,2006,3776,11579,80,32305,4057,853,207.647087937,636.744076064,4.399302711,1776.493425792,223.099638707,46.907565151,WV,1818470,5113,47941,404,,south,40.7,2.39,0.0341907,36533.68534,0.447,0.0084032,56.0,10.50599,4.92366,0.4295388,12.7,4.9
West Virginia,2007,3716,10822,65,31321,3477,847,205.073301564,597.22908222,3.58712718,1728.498621715,191.883710855,46.743026487,WV,1812035,5016,45620,388,,south,40.4,2.41,0.0366864,36711.30409,0.454,0.0113144,56.2,10.51084,1.09048,0.4049589,13.0,4.6
West Virginia,2008,3654,10840,67,31967,3164,896,201.381341528,597.420290686,3.692542387,1761.783619221,174.376180787,49.380865356,WV,1814468,5006,45971,389,,south,40.6,2.36,0.0364144,37415.11327,0.45300001,0.0120271,56.1,10.52983,3.30675,0.3878328,12.4,4.3
West Virginia,2009,4086,12005,84,31453,2757,914,224.533005967,659.696215525,4.615950196,1728.398589498,151.50207965,50.225934277,WV,1819777,5554,46215,470,,south,40.8,2.37,0.0331534,37128.12323,0.463,0.0127014,56.0,10.52213,2.19807,0.3749026,13.9,7.7
West Virginia,2010,4390,10778,58,28104,2419,776,236.738338884,581.222281661,3.127750263,1515.556782688,130.448756665,41.847141452,WV,1854368,5586,41301,362,,south,41.2,2.43,0.0332811,36917.09493,0.45100001,0.0127421,54.9,10.51643,4.85444,0.3467037,13.2,8.7
West Virginia,2011,4236,10245,87,26656,2108,802,228.367121173,552.318497737,4.690259571,1437.052403677,113.644450291,43.236645699,WV,1854908,5497,39009,372,,south,41.4,2.46,0.0325392,37544.0429,0.47209999,0.0123384,54.3,10.53327,2.69489,0.3153643,13.7,8.1
West Virginia,2012,4623,11466,70,30800,2234,835,248.992825904,617.553913437,3.770170412,1658.874981149,120.322295711,44.972747054,WV,1856680,5943,44500,415,,south,41.5,2.44,0.0356037,37403.51639,0.46380001,0.0137761,54.3,10.52952,3.77274,0.3009963,12.9,7.5
West Virginia,2013,4242,9908,62,28055,1966,653,228.852581065,534.528847995,3.344851491,1513.545299809,106.064161804,35.228839094,WV,1853595,5657,39929,367,700.0,south,41.7,2.44,0.0365593,37835.76128,0.46470001,0.0154801,53.7,10.54101,5.93215,0.2852279,13.5,6.8
West Virginia,2014,4517,9368,84,26954,1960,655,244.327115983,506.72048318,4.54360809,1457.957291166,106.0175221,35.429324988,WV,1848751,5850,38282,417,594.0,south,41.9,2.45,0.0398559,37747.70658,0.45460001,0.0143029,53.2,10.53868,11.8898,0.2586956,13.1,6.6
West Virginia,2015,4819,9467,85,26984,2243,783,261.75237758,514.216592352,4.616923033,1465.682954266,121.83245132,42.530008642,WV,1841053,6397,38694,493,710.0,south,42.2,2.44,0.041828,37685.85108,0.45809999,0.0156651,52.9,10.53704,2.71131,0.2281714,13.5,6.7
