State,Year,Crime Count_aggravated_assault,Crime Count_burglary,Crime Count_homicide,Crime Count_larceny,Crime Count_motor_vehicle_theft,Crime Count_robbery,Crime Rate_aggravated_assault,Crime Rate_burglary,Crime Rate_homicide,Crime Rate_larceny,Crime Rate_motor_vehicle_theft,Crime Rate_robbery,State Abbr,Population,Violent Crime,Property Crime,Rape Legacy,Rape Revised,Location,Age,Average household size,Black/white,GDP per capita,Gini coefficient,Hispanic/white,Labor force participation,Log of GDP per capita,"Number of corruption convictions per 1,000,000 people",People with less than 9 years of education/people with college degree or above,Poverty rate,Unemployment rate
New Mexico,2010,9432,21023,140,44503,5250,1616,456.55359156,1017.61303598,6.776664845,2154.15653999,254.124931689,78.222074211,NM,2065913,12147,70776,959,,west,36.7,2.64,0.0485812,42113.76812,0.46399999,1.148353,60.0,10.64813,3.3883,0.3034267,15.7,8.1
New Mexico,2011,9170,21419,158,46730,5400,1720,441.146615583,1030.416505907,7.600999483,2248.067758581,259.780995,82.745057667,NM,2078674,11904,73549,856,,west,36.6,2.66,0.0531821,41862.26067,0.48210001,1.166435,58.8,10.64214,1.92102,0.2842324,16.6,7.5
New Mexico,2012,8740,21384,116,48247,5463,1847,419.478387744,1026.330188045,5.567447709,2315.626289872,262.197989959,88.647206197,NM,2083540,11660,75094,957,,west,36.8,2.67,0.0518012,42004.41455,0.47130001,1.184578,58.2,10.64553,1.91797,0.2628318,16.8,7.1
New Mexico,2013,9470,21828,123,51146,5984,1832,453.784210514,1045.955833906,5.893923748,2450.818081408,286.741786242,87.785921189,NM,2086895,12990,78958,1135,1565.0,west,36.9,2.71,0.0509512,41483.87183,0.47589999,1.204468,57.7,10.63306,0.959101,0.2801919,16.3,6.9
New Mexico,2014,8797,18505,101,49082,6290,2086,421.803758882,887.288684564,4.842807735,2353.41276497,301.596640146,100.02076174,NM,2085567,12465,73877,1070,1481.0,west,37.2,2.68,0.0511013,42746.81634,0.477,1.230772,58.0,10.66305,4.79485,0.2505883,16.5,6.7
New Mexico,2015,9407,17084,117,51485,8643,2485,452.188308767,821.216654297,5.624113121,2474.850119789,415.463330782,119.452317135,NM,2080328,13672,77212,1218,1663.0,west,37.4,2.68,0.059983,43579.84274,0.4795,1.254545,58.0,10.68235,5.7551,0.2546768,14.8,6.5
New York,2005,46150,68034,874,302220,35736,35179,238.9245527,352.220867137,4.524811681,1564.632249555,185.009920158,182.126258709,NY,19315721,85839,405990,3636,,northeast,37.5,2.62,0.2402075,62772.97968,0.49000001,0.2676499,63.0,11.04728,4.28588,0.208631,11.1,5.0
New York,2006,45467,68617,922,297827,32133,34459,235.504863908,355.414635819,4.775672125,1542.650869931,166.438907163,178.486860919,NY,19306183,84016,398577,3168,,northeast,37.4,2.64,0.2448938,62151.48559,0.495,0.2699897,63.0,11.03733,2.66951,0.2228721,10.9,4.5
New York,2007,45144,64914,805,290681,28029,31085,233.93426242,336.381550389,4.171475307,1506.296414464,145.245070029,161.081130324,NY,19297729,79962,383624,2928,,northeast,37.7,2.63,0.2455013,62324.50711,0.5,0.2728323,62.7,11.04011,2.29978,0.2255999,10.3,4.6
New York,2008,42125,65544,836,297962,25093,31787,216.133186683,336.290411583,4.289313806,1528.770957159,128.746114028,163.091409023,NY,19490297,77546,388599,2798,,northeast,38.0,2.65,0.2663695,60310.40972,0.50300002,0.2790209,63.3,11.00726,2.46276,0.2279619,10.3,5.4
New York,2009,43606,62769,781,292897,21871,28141,223.146149879,321.209482222,3.996632185,1498.849650535,111.921053158,144.006691826,NY,19541453,75110,377537,2582,,northeast,38.1,2.63,0.2631166,62596.83521,0.50199997,0.2807176,62.8,11.04447,1.94458,0.2152803,10.8,8.3
New York,2010,44197,65839,868,293232,20639,28630,227.875898817,339.460173818,4.475332719,1511.878760143,106.41289399,147.613796935,NY,19395206,76492,379710,2797,,northeast,38.0,2.61,0.267094,65463.62998,0.49900001,0.3042638,62.4,11.08925,1.90797,0.216304,11.5,8.6
New York,2011,45538,65227,769,287361,19249,28405,233.50885383,334.469717792,3.943262958,1473.524040264,98.704640682,145.654596009,NY,19501616,77463,371837,2751,,northeast,38.1,2.63,0.2697545,65205.55867,0.50330001,0.3106519,61.5,11.0853,2.67144,0.2072287,12.3,8.3
New York,2012,47382,64389,683,293562,17317,28633,242.039729517,328.915962684,3.488943803,1499.591977473,88.459794776,146.264901762,NY,19576125,79535,375268,2837,,northeast,38.1,2.62,0.2713517,67574.09645,0.50089997,0.3165153,61.8,11.12098,2.91258,0.1996761,12.2,8.5
New York,2013,46130,56444,644,286676,15483,27241,234.213797137,286.58061057,3.269752555,1455.527303449,78.611147216,138.30951762,NY,19695680,77563,358603,2575,3548.0,northeast,38.2,2.64,0.2753179,67136.28924,0.50980002,0.3224435,61.8,11.11448,1.32308,0.1984775,12.1,7.7
New York,2014,45295,50738,616,272624,15751,24036,229.355034099,256.916121428,3.119167701,1380.454505268,79.756510478,121.708303336,NY,19748858,75972,339113,4316,6025.0,northeast,38.2,2.63,0.2781307,68276.43745,0.51109999,0.3299912,60.7,11.13132,2.07635,0.1933579,12.2,6.3
New York,2015,44493,44117,613,257837,15271,23879,225.313149729,223.409080677,3.104240235,1305.690031839,77.332549154,120.923576796,NY,19747183,75126,317225,4414,6141.0,northeast,38.3,2.66,0.2788322,69160.83409,0.51380002,0.3370956,60.8,11.14419,3.43507,0.1890346,11.6,5.3
North Carolina,2005,25128,104298,585,221091,28466,12635,289.744811708,1202.634685272,6.745491677,2549.346154303,328.234471907,145.691089459,NC,8672459,40650,353855,2302,,south,36.2,2.47,0.3048615,48447.20852,0.45100001,0.0926494,65.7,10.78823,1.49332,0.2522718,11.7,5.2
North Carolina,2006,25586,107333,539,227114,30102,13468,288.894998648,1211.911470721,6.085922156,2564.374998941,339.88576758,152.069015938,NC,8856505,42088,364549,2495,,south,36.6,2.49,0.313014,48844.15508,0.458,0.0995763,66.1,10.79639,2.69141,0.2647377,10.7,4.7
North Carolina,2007,25727,108700,584,233241,27952,13534,283.930130696,1199.642601417,6.445181962,2574.110763542,308.485832519,149.364884706,NC,9061032,42231,369893,2386,,south,36.8,2.48,0.3132082,48166.54635,0.465,0.1046843,65.6,10.78242,2.85149,0.2395298,10.6,4.7
North Carolina,2008,25907,111556,599,234480,26727,14323,280.913435463,1209.618219265,6.495045657,2542.501345093,289.80481683,155.306408929,NC,9222414,43125,372763,2296,,south,37.0,2.49,0.3163766,48460.29103,0.463,0.110311,65.0,10.7885,1.84334,0.2418584,10.9,6.1
North Carolina,2009,23326,107830,489,215923,19954,11825,248.654604406,1149.465231635,5.212728353,2301.734037005,212.709164723,126.054218344,NC,9380884,37946,343707,2306,,south,36.9,2.49,0.3153628,45529.69366,0.46399999,0.1144553,64.2,10.72612,0.959398,0.2233254,11.9,10.6
North Carolina,2010,22583,102826,474,208057,18319,9620,236.218067466,1075.559447603,4.958037638,2176.275183223,191.616648714,100.625152062,NC,9560234,34679,329202,2002,,south,37.3,2.53,0.3291202,45327.98993,0.46399999,0.1291871,63.3,10.72168,1.88254,0.2119931,13.3,10.9
North Carolina,2011,21516,105534,498,215453,16819,9448,222.938248613,1093.491593655,5.160031967,2232.418408549,174.270236262,97.89554624,NC,9651103,33421,337806,1959,,south,37.7,2.55,0.3337345,45471.45293,0.4716,0.1321345,62.5,10.72484,1.34626,0.2129193,13.2,10.3
North Carolina,2012,22609,99323,479,213151,16120,9392,231.926095497,1018.868396789,4.913644997,2186.530991251,165.361080075,96.34437122,NC,9748364,34464,328594,1984,,south,37.8,2.55,0.3349856,45074.41186,0.4691,0.1342696,62.4,10.71607,0.410169,0.2106041,13.4,9.3
North Carolina,2013,21325,90182,463,201043,14406,9275,216.521268278,915.65397495,4.701024488,2041.270121375,146.26988937,94.172790775,NC,9848917,33587,305631,1790,2524.0,south,37.9,2.55,0.3353852,45223.40312,0.4765,0.1370816,61.8,10.71937,1.92931,0.1917641,13.1,8.0
North Carolina,2014,21377,79266,498,192609,13623,8411,215.051989425,797.413621824,5.00986531,1937.640858449,137.046978151,84.614411894,NC,9940387,32718,285498,1738,2432.0,south,38.3,2.56,0.3387675,45618.56318,0.47479999,0.1400429,61.1,10.72807,0.804508,0.1751732,12.8,6.3
North Carolina,2015,22805,74760,517,187732,13423,8821,227.250396754,744.978717883,5.151872621,1870.737622601,133.759354336,87.900712553,NC,10035186,34734,275915,1886,2591.0,south,38.4,2.55,0.3400966,46575.96898,0.47760001,0.1427196,61.2,10.74884,1.69275,0.1710514,11.8,5.7
North Dakota,2005,460,2043,12,9732,1073,54,72.48603462,321.932540714,1.890940034,1533.552367221,169.081554668,8.509230151,ND,634605,706,12848,180,,west,39.1,2.25,0.0087817,47744.06285,0.42799997,0.0154356,72.3,10.77361,13.93,0.2306919,7.5,3.4
North Dakota,2006,925,2601,14,9672,1086,75,145.470672326,409.047804022,2.201718284,1521.07280296,170.79043259,11.794919378,ND,635867,1255,13359,241,,west,37.1,2.23,0.0103859,47591.05013,0.43399999,0.0162265,73.2,10.7704,3.07966,0.2409817,7.0,3.2
North Dakota,2007,999,2314,17,9500,982,75,156.163291466,361.723580032,2.657433388,1485.03630523,153.505858077,11.723970831,ND,639715,1343,12796,252,,west,37.1,2.25,0.0086792,49502.57661,0.44,0.0168717,74.1,10.80978,9.19087,0.2327504,7.5,3.1
North Dakota,2008,1026,2336,11,9782,911,73,159.942383329,364.157317208,1.714781888,1524.908765809,142.015118141,11.379916163,ND,641481,1441,13029,331,,west,37.0,2.24,0.0106169,53243.4462,0.45100001,0.0224769,74.4,10.88263,6.23557,0.2024005,7.9,3.2
North Dakota,2009,1308,2426,12,9474,913,107,202.212589125,375.051789922,1.855161368,1464.64990013,141.146860758,16.541855532,ND,646844,1723,12813,296,,west,37.0,2.22,0.0120847,54175.82204,0.44999999,0.0219337,73.2,10.89999,0.0,0.2038599,6.6,4.1
North Dakota,2010,1203,2000,10,9137,873,90,178.320232305,296.459239078,1.482296195,1354.374033728,129.404457858,13.340665759,ND,674629,1548,12010,245,,west,37.4,2.32,0.0143374,55888.28128,0.433,0.0232022,72.6,10.93111,8.89549,0.1780391,7.8,3.8
North Dakota,2011,1318,2458,24,9891,985,91,192.481817916,358.968367556,3.504979992,1444.48987937,143.850220522,13.289715805,ND,684740,1699,13334,266,,west,36.6,2.32,0.0113252,61325.4373,0.44479999,0.0246472,72.9,11.02395,2.92427,0.1700678,7.9,3.5
North Dakota,2012,1292,2429,25,10687,1181,127,184.217467865,346.334542914,3.564579487,1523.786438914,168.390734945,18.108063792,ND,701345,1723,14297,279,,west,36.2,2.32,0.0165565,73389.04847,0.45969999,0.0270564,73.2,11.20353,2.85866,0.1419355,7.0,3.1
North Dakota,2013,1447,2979,16,10942,1435,161,199.901361733,411.545374294,2.210381332,1511.624533575,198.243575734,22.241962156,ND,723857,1979,15356,288,355.0,west,35.5,2.33,0.0171274,72617.41151,0.45500001,0.0278907,72.8,11.19296,0.0,0.1497187,7.0,2.9
North Dakota,2014,1421,2751,23,11559,1547,175,192.016647749,371.736662883,3.107940111,1561.942597697,209.042754446,23.647370412,ND,740040,2001,15857,275,382.0,west,35.1,2.33,0.023236,76140.83527,0.4664,0.0321314,72.6,11.24034,0.0,0.1201529,7.4,2.7
North Dakota,2015,1378,3296,21,12686,1734,159,182.074031988,435.497829778,2.774713114,1676.19097954,229.112025739,21.008542153,ND,756835,1949,17716,285,391.0,west,34.9,2.33,0.0241133,72147.65053,0.4664,0.040072,71.4,11.18647,1.32113,0.1265106,6.9,2.8
Ohio,2005,16228,100183,590,279051,41471,18673,141.473678337,873.382888642,5.143546353,2432.731785416,361.539001376,162.78888314,OH,11470685,40162,420705,4671,,west,37.6,2.47,0.1370731,48741.68998,0.44999999,0.0273453,66.8,10.79429,4.27451,0.1459939,9.9,5.9
Ohio,2006,16743,105639,560,279718,37977,19418,145.870284438,920.360208907,4.878896212,2436.991233495,330.867574037,169.175726167,OH,11478006,41491,423334,4770,,west,37.6,2.48,0.1418936,47149.09058,0.449,0.0279559,67.1,10.76107,3.74525,0.1566409,9.8,5.4
Ohio,2007,17218,99049,529,264677,33955,18351,150.153698679,863.78056107,4.613271379,2308.179260389,296.112721493,160.034296926,OH,11466917,40759,397681,4661,,west,37.8,2.48,0.140964,47215.14553,0.44800001,0.0297631,67.3,10.76247,4.26068,0.1432569,9.7,5.6
Ohio,2008,16652,102428,547,260788,28451,18706,144.977629113,891.770874054,4.762356661,2270.503599628,247.703490625,162.860408971,OH,11485910,40436,391667,4531,,west,38.2,2.48,0.1422184,46770.12858,0.44999999,0.0316715,66.8,10.753,3.22134,0.1424799,9.8,6.4
Ohio,2009,15989,104009,527,249777,22660,17670,138.521110196,901.084630083,4.565677971,2163.94942407,196.315489214,153.084496664,OH,11542645,38305,376446,4119,,west,38.5,2.48,0.1438782,44116.09673,0.45300001,0.0340817,66.0,10.69458,4.85157,0.1438593,11.1,10.3
Ohio,2010,15611,107125,479,248581,21130,16486,135.301120613,928.456379841,4.151510907,2154.460820137,183.13449994,142.884778325,OH,11537968,36306,376836,3730,,west,38.9,2.48,0.1510211,45170.52268,0.45199999,0.0379708,65.2,10.7182,5.63445,0.1338985,11.8,10.3
Ohio,2011,15048,112901,500,246744,20927,15991,130.387235707,978.259522761,4.332377582,2137.976348164,181.327331315,138.558099826,OH,11541007,35218,380572,3679,,west,39.1,2.48,0.1494865,46661.28104,0.4594,0.0389663,64.2,10.75067,2.68516,0.1348024,12.0,8.8
Ohio,2012,15140,105312,478,245372,19751,15396,131.047860947,911.552994188,4.137442373,2123.875544002,170.959465096,133.263729665,OH,11553031,34827,370435,3813,,west,39.3,2.47,0.1517957,46847.363,0.46149999,0.0402046,63.2,10.75465,2.16559,0.1226434,12.0,7.4
Ohio,2013,14370,91090,478,227799,19525,14483,124.178999231,787.158318718,4.13065843,1968.535271113,168.726162839,125.155493797,OH,11572005,33722,338414,3594,4391.0,west,39.3,2.47,0.1511598,47602.47335,0.46520001,0.0412137,63.1,10.77064,1.64206,0.1215829,11.6,7.5
Ohio,2014,14658,79466,464,224942,18109,12780,126.394779063,685.229056692,4.00103544,1939.657142305,156.15248015,110.200933035,OH,11596998,33130,322517,3825,5228.0,west,39.4,2.46,0.152972,49193.65841,0.4637,0.0429751,62.7,10.80352,1.72501,0.1113254,11.6,5.8
Ohio,2015,15793,69994,522,216354,17395,12617,136.086837758,603.131901605,4.498026297,1864.302646511,149.89112536,108.719535997,OH,11605090,34373,303743,3990,5441.0,west,39.3,2.45,0.1540993,49707.94209,0.4637,0.0444271,62.4,10.81392,2.58322,0.1105216,10.7,4.9
Oklahoma,2005,13146,35692,187,93814,13900,3230,370.995207485,1007.269203221,5.277354617,2647.538749047,392.27395284,91.154307027,OK,3543442,18044,143406,1481,,south,36.5,2.49,0.0962739,41669.71979,0.45700002,0.0914106,64.1,10.63753,5.91783,0.2137728,13.1,4.5
Oklahoma,2006,13062,34437,210,81853,13438,3145,364.940662917,962.139152417,5.86721323,2286.900021569,375.44576851,87.8685029,OK,3579212,17905,129728,1488,,south,36.2,2.5,0.1012234,42651.59715,0.46000001,0.0949862,63.8,10.66082,3.61705,0.2326991,12.8,4.0
Oklahoma,2007,13053,34367,224,80747,13600,3392,360.847656107,950.069056726,6.192436602,2232.235171049,375.969365131,93.771182833,OK,3617316,18234,128714,1565,,south,36.1,2.5,0.1028786,42977.84374,0.463,0.1002075,63.5,10.66844,2.47637,0.2132731,11.9,4.1
Oklahoma,2008,13975,35247,215,80265,11023,3698,383.679706652,967.696502351,5.902764718,2203.653070083,302.633374342,101.527553145,OK,3642361,19359,126535,1471,,south,36.3,2.51,0.1005268,44301.33097,0.458,0.1073669,63.7,10.69877,6.04004,0.2221441,11.8,3.7
Oklahoma,2009,13433,38071,234,83813,10466,3358,364.329206276,1032.559905616,6.346537205,2273.172319334,283.858369157,91.075521081,OK,3687050,18560,132350,1535,,south,35.7,2.5,0.1029526,43187.65632,0.46000001,0.1154276,63.6,10.67331,5.96683,0.2195785,12.1,6.4
Oklahoma,2010,13091,37848,195,81303,10313,3345,348.147856594,1006.546488151,5.185916434,2162.208019608,274.268493244,88.958412673,OK,3760184,18100,129464,1469,,south,36.3,2.55,0.1046862,42328.25039,0.454,0.1288991,62.4,10.65321,3.72172,0.1989685,12.7,6.8
Oklahoma,2011,12401,36462,212,80064,11092,3288,327.707870935,963.542003872,5.602295673,2115.765097857,293.116337748,86.888434774,OK,3784163,17311,127618,1410,,south,36.3,2.55,0.106545,43558.49385,0.46129999,0.1344901,61.8,10.68186,6.32994,0.2003877,12.8,5.9
Oklahoma,2012,13012,36094,220,83131,11744,3248,341.004984564,945.914072614,5.765531556,2178.610926206,307.774557233,85.120211333,OK,3815780,18102,130969,1622,,south,36.3,2.56,0.1055079,45476.45507,0.46430001,0.1377918,62.3,10.72495,6.81553,0.1917143,13.1,5.2
Oklahoma,2013,11652,33512,198,81624,11282,3023,302.404442324,869.737184275,5.138695467,2118.388276715,292.801829583,78.455941396,OK,3853118,17187,126418,1715,2314.0,south,36.2,2.58,0.1066773,46123.59868,0.4619,0.1423524,61.7,10.73908,5.71344,0.1837673,12.5,5.3
Oklahoma,2014,10937,29963,180,76719,10763,3073,281.909779591,772.319898134,4.639641613,1977.492583017,277.424792698,79.208992656,OK,3879610,16052,117445,1361,1862.0,south,36.2,2.58,0.1106037,48494.71006,0.46599999,0.1458828,61.1,10.78921,5.67295,0.1747769,12.2,4.5
Oklahoma,2015,11535,28783,240,74678,10594,3018,295.20803273,736.625297447,6.142169732,1911.187296765,271.125608907,77.237784376,OK,3907414,16746,114055,1418,1953.0,south,36.3,2.59,0.1102263,49743.7447,0.4702,0.1526323,61.7,10.81464,5.11334,0.1729449,11.7,4.4
Oregon,2005,6620,27621,80,113316,19262,2478,181.924558469,759.054113213,2.19848409,3114.042789645,529.340006832,68.098044696,OR,3638871,10444,160199,1266,,west,37.0,2.5,0.0193998,44510.4824,0.44600001,0.1219592,65.4,10.70348,1.10705,0.148519,10.1,6.2
Oregon,2006,6516,24324,88,98897,14637,2711,176.072037134,657.270753721,2.377891232,2672.344422413,395.513567761,73.255262841,OR,3700758,10534,137858,1219,,west,37.6,2.5,0.0204015,45372.43314,0.44400001,0.1267997,65.5,10.72266,1.63449,0.1712558,9.2,5.3
Oregon,2007,6799,22979,76,95157,14637,2864,181.429797022,613.189484597,2.028043032,2539.243299786,390.585077072,76.425200569,OR,3747455,11015,132773,1276,,west,37.9,2.49,0.0200342,45661.46479,0.442,0.1316316,65.7,10.72901,2.95507,0.1604529,8.9,5.2
Oregon,2008,5983,21115,87,92677,11377,2656,157.860297726,557.115190789,2.295478172,2445.264718764,300.179944381,70.078046258,OR,3790060,9909,125169,1183,,west,38.0,2.51,0.0216757,45897.68688,0.447,0.1373801,65.8,10.73417,0.791544,0.1492251,9.6,6.5
Oregon,2009,6179,19739,88,85064,9977,2499,161.514741128,515.963663235,2.300258492,2223.513503694,260.791806479,65.3221133,OR,3825657,9968,114780,1202,,west,38.0,2.52,0.0224412,43561.97867,0.44299999,0.1409947,65.7,10.68194,1.30696,0.1417082,9.8,11.3
Oregon,2010,5892,20035,96,87494,9128,2421,153.504178377,521.971523047,2.501086409,2279.479732342,237.811632761,63.074272887,OR,3838332,9648,116657,1239,,west,38.5,2.49,0.0234035,44026.63189,0.449,0.1503095,65.4,10.69255,0.260487,0.142524,11.0,10.6
Oregon,2011,6083,20704,84,92059,9106,2237,157.255426191,535.232014444,2.17153638,2379.874614455,235.404884251,57.830081932,OR,3868229,9643,121869,1239,,west,38.7,2.5,0.0232293,44909.29195,0.45860001,0.1545164,65.0,10.7124,1.80792,0.1415017,11.9,9.5
Oregon,2012,5969,22051,91,94114,10252,2419,153.05909199,565.439108303,2.333452399,2413.302627493,262.885208758,62.028806085,OR,3899801,9638,126417,1159,,west,38.9,2.51,0.023035,44749.25162,0.45649999,0.1566601,63.1,10.70883,0.512906,0.1231853,12.1,8.8
Oregon,2013,5596,20808,82,94363,9912,2394,142.461892208,529.726063805,2.087540236,2402.275113364,252.337790486,60.94599177,OR,3928068,9536,125083,1000,1464.0,west,39.1,2.52,0.0239009,44733.59212,0.46000001,0.1591403,61.1,10.70848,0.763346,0.1342153,11.3,7.9
Oregon,2014,6320,18690,84,94177,10275,2270,159.145769971,470.638360879,2.115228588,2371.498604201,258.737782666,57.161534467,OR,3971202,10294,123142,1165,1620.0,west,39.3,2.53,0.0232741,45838.97542,0.46239999,0.1627539,61.2,10.73289,1.0075,0.1360432,11.0,6.8
Oregon,2015,6757,18541,110,90514,10697,2163,167.891043012,460.687853852,2.733167786,2248.999536355,265.788143717,53.744017468,OR,4024634,10680,119752,1193,1650.0,west,39.1,2.54,0.0249723,47554.41912,0.46219999,0.1660599,61.6,10.76963,0.744606,0.11457,9.9,5.6
Pennsylvania,2005,29205,56134,756,214916,29394,19214,235.422658034,452.49839021,6.094145847,1732.446361037,236.946194496,154.884812582,PA,12405348,52761,300444,3586,,northeast,39.7,2.46,0.1190635,49089.96922,0.45000002,0.0489134,64.4,10.80141,4.57831,0.1501288,8.6,5.0
Pennsylvania,2006,29581,57739,741,217142,29708,21095,237.777519306,464.116702856,5.956294304,1745.427338394,238.798368667,169.56549034,PA,12440621,55028,304589,3611,,northeast,39.6,2.47,0.1238363,47588.67063,0.45500001,0.0516731,64.4,10.77035,5.35537,0.165603,8.2,4.6
Pennsylvania,2007,28198,56091,725,211248,26511,19440,226.80344045,451.153690981,5.831353086,1699.11955416,213.234485062,156.360695168,PA,12432792,51806,293850,3443,,northeast,39.7,2.46,0.1242074,49226.13694,0.46000001,0.0546097,64.5,10.80418,3.18372,0.1531323,8.1,4.4
Pennsylvania,2008,27981,58687,705,219115,22492,18873,224.778059682,471.446695563,5.663433475,1760.2031574,180.683610963,151.611319123,PA,12448279,51044,300294,3485,,northeast,40.0,2.44,0.1273747,50113.21376,0.45699999,0.0588516,65.2,10.82204,2.89197,0.1542418,8.5,5.3
Pennsylvania,2009,26394,54772,664,204588,17822,17504,209.396968623,434.534013996,5.267848267,1623.1002128,141.390951534,138.868096491,PA,12604767,48188,277182,3626,,northeast,39.9,2.47,0.1302167,48037.15246,0.46000001,0.0634764,64.4,10.77973,3.25274,0.1480823,8.6,8.0
Pennsylvania,2010,26112,55206,653,204440,16720,16375,205.319789189,434.087173788,5.134567338,1607.520592131,131.470085602,128.75733563,PA,12717722,46612,276366,3472,,northeast,40.2,2.49,0.1363931,48976.2125,0.461,0.0715656,63.5,10.79909,4.24875,0.1386469,9.3,8.5
Pennsylvania,2011,26046,57966,639,208604,16872,16165,204.379365013,454.851196819,5.014144753,1636.886779513,132.392253955,126.844522592,PA,12743948,46189,283442,3339,,northeast,40.3,2.49,0.1362359,49547.14899,0.46110001,0.0745777,63.2,10.81068,2.90358,0.1350005,9.6,7.9
Pennsylvania,2012,25571,57040,707,204409,15113,15735,200.329429922,446.865225558,5.538809861,1601.389794723,118.398915741,123.27181494,PA,12764475,45384,276562,3371,,northeast,40.5,2.49,0.1394988,50246.18989,0.46419999,0.0778065,63.6,10.82469,3.68236,0.1294119,9.5,7.8
Pennsylvania,2013,23680,52000,611,197410,13766,14739,185.27072685,406.844501528,4.780422893,1544.522558589,107.704257847,115.316944385,PA,12781296,42825,263176,2728,3795.0,northeast,40.6,2.5,0.1409771,50988.73475,0.46959999,0.0808577,63.3,10.83936,3.05312,0.1240738,9.3,7.4
Pennsylvania,2014,22304,45718,610,188211,13053,13545,174.334892921,357.345885696,4.767946767,1471.11480145,102.026244499,105.871867137,PA,12793767,40298,246982,2785,3839.0,northeast,40.7,2.5,0.1425752,51989.13326,0.4686,0.084274,62.7,10.85879,3.36274,0.1202909,9.4,5.9
Pennsylvania,2015,22419,39573,665,180236,12132,12965,175.259289,309.359732531,5.198600615,1408.98493297,94.841237082,101.353168379,PA,12791904,40348,231941,3105,4299.0,northeast,40.7,2.5,0.1424085,52948.23409,0.46849999,0.087983,62.8,10.87707,3.82738,0.1124898,9.1,5.3
Rhode Island,2005,1577,5319,34,19567,4401,776,146.891844941,495.445607636,3.166976999,1822.595263134,409.937228653,72.281592691,RI,1073579,2710,29287,323,,northeast,38.4,2.54,0.0568968,50661.42237,0.42700002,0.1379281,67.6,10.83292,3.7456,0.2153819,9.5,5.0
Rhode Island,2006,1404,5453,27,18852,3609,740,131.508696996,510.767040399,2.529013404,1765.813358811,338.044791637,69.313700696,RI,1067610,2460,27914,289,,northeast,38.4,2.53,0.0584674,50128.75126,0.442,0.1396753,68.4,10.82235,1.88129,0.2459707,7.8,4.9
Rhode Island,2007,1387,5206,19,19175,3195,760,131.117228445,492.138638271,1.796126417,1812.66968668,302.032836972,71.845056682,RI,1057832,2424,27576,258,,northeast,38.3,2.53,0.0624854,49239.92219,0.45699999,0.1426363,68.4,10.80446,0.945796,0.2566365,8.3,5.2
Rhode Island,2008,1463,5766,31,20926,3203,880,139.2288454,548.731047557,2.950166922,1991.45783926,304.818859751,83.746673925,RI,1050788,2656,29895,282,,northeast,38.8,2.54,0.0694309,48008.8189,0.46000001,0.1484174,68.0,10.77914,1.90333,0.2276071,7.7,7.8
Rhode Island,2009,1565,5753,32,19403,2402,785,148.593489042,546.235362592,3.038333322,1842.274420367,228.064895002,74.534114312,RI,1053209,2678,27558,296,,northeast,39.4,2.5,0.0771665,47676.79116,0.45699999,0.1536771,67.4,10.7722,0.949479,0.2301859,8.6,11.0
Rhode Island,2010,1600,6124,29,18432,2403,782,152.014958272,581.837252786,2.755271119,1751.212319292,228.307465455,74.297310855,RI,1052528,2709,26959,298,,northeast,39.6,2.51,0.0781493,48882.26839,0.46700001,0.1634379,67.3,10.79717,2.84931,0.2426813,9.2,11.2
Rhode Island,2011,1503,6836,20,18765,2375,744,143.054844353,650.647316032,1.903590743,1786.044014825,226.051400757,70.813575648,RI,1050646,2586,27976,319,,northeast,39.5,2.45,0.07951,48767.04225,0.46740001,0.168953,66.3,10.79481,7.60961,0.2067021,10.6,11.0
Rhode Island,2012,1614,5929,26,18478,2632,715,153.66979465,564.503229541,2.475473768,1759.300164524,250.594113704,68.075528609,RI,1050304,2657,27039,292,,northeast,39.8,2.44,0.0857042,49169.06773,0.46470001,0.1750341,65.9,10.80302,1.90423,0.2042388,9.2,10.4
Rhode Island,2013,1547,5621,31,17881,2239,683,146.864207095,533.628770575,2.942980233,1697.529985171,212.559120675,64.840499965,RI,1053354,2710,25741,333,449.0,northeast,39.9,2.49,0.0860892,49533.27773,0.47690001,0.1820834,65.5,10.8104,7.6081,0.189177,10.7,9.3
Rhode Island,2014,1398,4830,26,16317,1835,530,132.52353051,457.860266355,2.464672241,1546.771421557,173.948983181,50.241395687,RI,1054907,2320,22982,264,366.0,northeast,39.8,2.47,0.0903509,49478.32629,0.48269999,0.189527,65.2,10.80929,3.79085,0.1883664,10.0,7.7
Rhode Island,2015,1520,3938,31,14714,1386,547,143.992982237,373.055502663,2.93669898,1393.889960942,131.298864066,51.81852716,RI,1055607,2565,20038,342,467.0,northeast,39.7,2.49,0.0845035,50178.4033,0.47319999,0.1961974,64.8,10.82334,2.84011,0.1688273,10.1,6.0
South Carolina,2005,24757,42741,314,126489,16376,5657,582.938322785,1006.396851563,7.393570843,2978.361090227,385.595911214,133.20200719,SC,4246933,32590,185606,1862,,south,37.1,2.51,0.4329528,40489.98749,0.46500003,0.049941,64.0,10.60881,0.0,0.2665976,12.5,6.7
South Carolina,2006,25224,42952,362,125075,16685,5902,583.720123511,993.971881741,8.377207608,2894.417794485,386.115218077,136.580882055,SC,4321249,33322,184712,1834,,south,37.1,2.52,0.4370121,39418.87336,0.46200001,0.0526453,63.8,10.582,0.688413,0.2818893,11.9,6.4
